CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,,,,
E016,Siddaganga Institute of Technology," Bengaluru - Honnavar Rd,Tumkur",EI,34061,--,--,27700,--,--,52967,--,--,25289,--,41989,19589,--,--,18536,30717,27275,78926,--,--,--,--,--,,,,
E016,Siddaganga Institute of Technology," Bengaluru - Honnavar Rd,Tumkur",IE,16293,--,--,11542,--,--,8021,--,27334,9769,--,11414,7496,--,--,7236,11860,10251,32078,--,--,--,--,--,,,,
E016,Siddaganga Institute of Technology," Bengaluru - Honnavar Rd,Tumkur",IM,--,--,--,--,--,--,--,--,--,94598,--,--,95869,--,--,81385,--,93095,91204,--,--,--,--,--,,,,
E016,Siddaganga Institute of Technology," Bengaluru - Honnavar Rd,Tumkur",ME,42520,--,--,57116,--,91341,77487,--,--,30574,--,--,28323,--,35138,27809,60836,35113,69183,80440,75834,74341,--,--,,,,
E016,Siddaganga Institute of Technology," Bengaluru - Honnavar Rd,Tumkur",TC,45861,--,--,25459,--,52769,52123,--,--,19722,--,--,18761,--,--,14512,59949,25426,71209,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134092,--,--,--,--,--,--,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",CS,65470,--,--,87563,--,127193,64633,--,--,43485,--,--,42470,--,72092,38046,50674,51764,99596,--,113397,139870,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",EC,64093,--,--,135392,--,--,64497,--,--,74616,--,--,105126,--,--,56568,--,1.11088E+11,,--,--,106745,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134677,--,--,--,--,--,--,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",IE,84713,--,--,--,--,--,90422,--,--,93145,--,--,82017,--,--,72541,86835,87867 132490,,--,--,92777,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",IM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131701,--,--,--,--,--,--,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",MD,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137515,--,--,--,--,--,--,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138993,--,--,--,--,--,--,--,--,,,,
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",TC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129119,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124636,--,--,--,--,--,--,--,--,,,,
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",CS,86614,--,--,113010,--,--,89065,--,--,77573,--,--,76836,--,--,74550,114657,104254,139846,--,--,112401,--,--,,,,
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135836,--,--,--,--,--,--,--,--,,,,
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137269,--,--,--,--,--,--,--,--,,,,
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,118872,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",CE,26349,--,--,18854,--,32543,21170,--,82398,17707,27020,28513,16959,--,--,15400,22657,21943,24154,--,34901,23126,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",CS,4341,--,6444,5076,--,6602,2502,29683,--,2683,--,4678,1751,--,--,1636,2214,3556,16494,--,27715,6161,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",EC,7444,--,14539,6546,--,9950,6334,--,12399,4090,--,--,5036,5354,--,3247,5149,5243,19065,--,30079,5743,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",EE,18368,--,--,15900,23231,28909,8667,--,31251,8709,--,11690,12627,--,--,8644,14256,11506,27881,31327,32157,20638,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",EI,34771,--,--,27085,124818,55881,18774,--,--,19625,--,--,21607,--,23106,13876,32729,19430,65114,--,118911,23105,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",EN,62043,--,--,51245,--,137559,26446,--,--,28213,--,91508,38493,--,52315,26149,64634,51199,82952,131252,--,72679,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",IP,34547,--,--,73501,--,--,76875,--,83424,33371,--,--,37536,--,53941,27773,65202,42463,123605,--,--,36045,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",ME,27689,--,32630,26467,107593,29952,24121,--,--,12906,--,--,17675,--,21389,11772,12841,19437,39974,--,79291,24264,--,--,,,,
E021, JSS Science and Technology University(Formerly SJCE)," University Of Mysore Campus, Mysore",PT,63009,--,--,89120,--,118112 78814,,--,--,77819,--,--,68800,--,--,59827,131970 81307,,129703,0,--,123231,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E022,The National Institute of Engineering," Mananthavadi Rd,Mysore",CE,34549,--,42870,33230,39750,44051,32183,--,67088,23770,--,--,32518,--,40389,21441,36146,26528,34689,48288,35223,24543,--,--,,,,
E022,The National Institute of Engineering," Mananthavadi Rd,Mysore",EC,16898,17082,--,9127,--,11066,9180,--,--,4656,--,9470,5946,--,--,4641,8637,9382,25738,--,28923,13191,--,--,,,,
E022,The National Institute of Engineering," Mananthavadi Rd,Mysore",EE,20450,--,--,19199,27379,26872,16066,--,28451,9894,--,--,13240,--,15092,9486,11912,14127,20782,31776,26059,22537,--,--,,,,
E022,The National Institute of Engineering," Mananthavadi Rd,Mysore",IP,44574,--,--,59917,--,119551,105412,--,--,54016,--,--,40760,--,--,37861,--,82896,85604,--,107941,65706,--,--,,,,
E022,The National Institute of Engineering," Mananthavadi Rd,Mysore",ME,34189,--,62351,36979,72949,46333,20740,--,31568,15787,--,17247,15139,68822,18860,12200,25926,16412,41430,57248,90376,23442,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E023,P E S College of Engineering,"PES Engineering College Rd, Mandya",AU,88048,--,--,126158,--,--,90970,--,--,87426,--,--,85995,--,--,82224,--,93934,127105,--,--,--,--,--,,,,
E023,P E S College of Engineering,"PES Engineering College Rd, Mandya",CE,69314,--,--,58101,116457,79939,82900,--,--,41806,--,--,60893,--,69592,35395,42140,54071,64559,64811,93567,67681,--,--,,,,
E023,P E S College of Engineering,"PES Engineering College Rd, Mandya",EC,20277,--,--,24831,--,30559,29129,--,54402,20149,--,23946,16908,--,--,16342,27319,18861,35750,--,39622,18256,56214,--,,,,
E023,P E S College of Engineering,"PES Engineering College Rd, Mandya",EE,47067,--,--,50717,--,62866,46808,--,--,27280,--,--,28471,--,--,26606,31373,29546,40643,--,56815,38725,--,--,,,,
E023,P E S College of Engineering,"PES Engineering College Rd, Mandya",IP,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135902,--,--,--,--,--,--,--,--,,,,
E023,P E S College of Engineering,"PES Engineering College Rd, Mandya",ME,122576,--,--,139316,--,--,95554,--,--,65472,--,77107,88734,--,--,54304,90293,74274,127049,--,--,62915,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E024,Malnad College of Engineering,"Rangoli Halla, Hassan",CE,45381,--,--,43960,51722,52611,22964,--,--,23700,--,44920,27453,--,--,22947,30038,36286,42508,55070,52778,48559,--,--,,,,
E024,Malnad College of Engineering,"Rangoli Halla, Hassan",EC,23506,--,--,13417,31626,26024,22487,--,--,11970,--,16012,15440,--,--,10703,21040,15246,37564,51549,87881,12290,--,--,,,,
E024,Malnad College of Engineering,"Rangoli Halla, Hassan",EE,35391,--,--,31206,--,56648,23046,--,56344,22000,--,--,25466,--,32822,19151,24510,26802,49504,--,53195,29350,--,--,,,,
E024,Malnad College of Engineering,"Rangoli Halla, Hassan",ME,133102,--,--,80435,123889,103114,95852,--,--,63165,--,--,73247,--,83981,52922,68015,81769,133057,--,--,120585,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139153,--,--,--,--,--,--,--,--,,,,
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",CS,--,--,--,98534,--,--,102715,--,--,92216,--,--,93104,--,--,74963,--,109017,--,--,--,--,--,--,,,,
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139809,--,--,--,--,--,--,--,--,,,,
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125841,--,--,--,--,--,--,--,--,,,,
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E029,Maratha Mandal Engineering College," Halbhavi Camp, Belgaum",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139478,--,--,--,--,--,--,--,--,,,,
E029,Maratha Mandal Engineering College," Halbhavi Camp, Belgaum",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132266,--,--,--,--,--,--,--,--,,,,
E029,Maratha Mandal Engineering College," Halbhavi Camp, Belgaum",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134150,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",CE,26687,--,33272,25087,--,30010,22726,70221,--,27039,--,--,24766,--,--,20304,22801,22869,42680,--,59223,36049,--,59777,,,,
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",EC,6887,11196,--,6325,--,11701,11750,--,20145,10686,--,14352,4990,--,--,4287,4777,5996,24133,--,31974,26575,--,--,,,,
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",EE,13443,--,--,15633,--,22252,14299,--,21775,14748,--,25705,12786,--,--,11421,16933,18134,36527,--,65109,41841,42464,--,,,,
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",ME,25463,--,25488,25047,--,41030,31229,--,--,25167,--,--,19981,--,38191,14928,20684,19252,62091,85309,119623,49335,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",CE,65505,--,--,47254,51280,56292,61291,--,--,43287,--,--,44310,--,55259,36691,38765,46991,63065,67486,79176,49492,--,--,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",CS,26790,--,29500,22545,25960,30396,25314,--,--,26156,--,--,19297,--,22006,18963,19923,21794,59507,67872,65664,35357,--,--,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",EC,27216,--,--,24409,25051,24964,46344,--,55304,26442,--,32773,20070,--,--,18983,20519,23172,49970,105799,79120,25322,--,--,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",EE,42447,--,61531,39441,--,41069,46216,--,--,38264,--,--,33364,--,--,30483,35621,35468,57145,--,71141,46351,116817,--,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",IP,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125179,--,--,--,--,--,--,--,--,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",ME,75781,--,82052,65656,--,75886,73970,--,111585,74279,--,--,66188,66754,80666,50581,56642,63900,137455,--,--,54193,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E032,R.T.E Socity`s Rural Engineering College,"Hulkoti, Gadag",AU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120393,--,--,--,--,--,--,--,--,,,,
E032,R.T.E Socity`s Rural Engineering College,"Hulkoti, Gadag",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131720,--,--,--,--,--,--,--,--,,,,
E032,R.T.E Socity`s Rural Engineering College,"Hulkoti, Gadag",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140590,--,--,--,--,--,--,--,--,,,,
E032,R.T.E Socity`s Rural Engineering College,"Hulkoti, Gadag",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134434,--,--,--,--,--,--,--,--,,,,
E032,R.T.E Socity`s Rural Engineering College,"Hulkoti, Gadag",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E032,R.T.E Socity`s Rural Engineering College,"Hulkoti, Gadag",TX,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136639,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology," P.B. Road, Ranebennur, Haveri",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136944,--,--,--,--,--,--,--,--,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology," P.B. Road, Ranebennur, Haveri",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140197,--,--,--,--,--,--,--,--,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology," P.B. Road, Ranebennur, Haveri",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137701,--,--,--,--,--,--,--,--,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology," P.B. Road, Ranebennur, Haveri",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96651,--,--,--,--,--,--,--,--,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology," P.B. Road, Ranebennur, Haveri",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140867,--,--,--,--,--,--,--,--,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology," P.B. Road, Ranebennur, Haveri",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133712,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",CE,52249,--,--,55952,--,76611,63829,--,--,67624,--,--,55398,--,--,46313,58259,56628,67635,74867,89314,47273,--,--,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",CH,--,--,--,137955,--,--,--,--,--,--,--,--,--,--,--,48160,--,78456,107542,--,--,--,--,--,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",CS,18544,--,--,17104,21336,17730,12510,--,--,16901,--,--,13925,--,15514,12507,14840,15348,47877,--,--,22106,--,--,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",EC,23184,--,--,18717,--,21984,19868,--,--,28067,--,--,17210,--,22556,16080,16150,19773,44345,57346,45950,24925,--,--,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",EE,23259,--,--,30226,--,--,29515,--,--,28500,--,45507,22895,--,--,22174,29434,23542,55420,--,--,--,--,--,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",IE,24550,--,--,19237,29141,--,22019,--,68531,23813,--,--,21065,--,--,17043,--,17376,61401,--,90808,--,--,--,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering," Dhavalagiri, Dharwad",ME,63204,--,--,114626,--,--,68403,--,--,111103,--,--,67404,71125,--,55883,56065,74504,139126,--,--,72347,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125403,--,--,--,--,--,--,--,--,,,,
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137373,--,--,--,--,--,--,--,--,,,,
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92711,--,--,--,--,--,--,--,--,,,,
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82992,--,--,--,--,--,--,--,--,,,,
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",BM,--,--,--,102642,--,--,100957,--,--,96686,--,--,89618,--,--,83009,--,109965,111376,--,124620, --,--,--,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",CE,102297,--,--,85769,--,98992,77723,--,--,77486,--,--,67593,--,--,63457,68289,81286,100489,102831,129274,132000,--,--,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",CH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136458,--,--,--,--,--,--,--,--,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",CS,27655,--,--,26590,--,33501,23921,--,--,21067,--,53961,20010,--,--,17133,18438,21890,58339,71293,68228,48639,--,--,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",EC,31606,--,33084,32082,32342,35455,32682,--,--,39179,--,--,26634,--,34716,26526,27318,32203,82525,--,83286,59476,--,--,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",EE,--,--,--,52481,--,--,110500,--,--,52021,--,--,54295,60994,--,49874,54720,93932,86363,--,--,63727,--,--,,,,
E036,K L E Dr. M S Sheshagiri College of Engineering and Technology," Udyambag, Belgaum",ME,86994,112223,--,137849,--,--,112261,--,--,123194,--,--,83564,--,--,80884,89917,114465,139470,--,--,84644,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",AE,31086,--,--,26295,--,92481,29742,--,--,22615,--,--,24479,--,--,21309,35598,35737,48602,--,53048,55966,--,--,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",CE,37923,--,--,54672,--,57864,74233,--,--,130082,--,--,55132,--,--,36553,38836,52569,64354,--,91429,47068,--,--,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",CS,17380,--,35879,14262,21397,14735,12316,--,40924,15230,--,--,12829,--,14154,10064,10663,12276,54614,60780,67904,34972,--,--,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",EC,22695,--,37596,19927,20928,28016,19468,--,--,22722,--,--,17508,--,20268,15263,15830,20105,55569,68952,63318,38394,--,--,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",EE,41969,--,--,37924,--,--,52400,--,--,36627,--,--,30272,--,--,26549,26596,29377,58804,--,--,--,--,63073,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",IE,22949,--,--,22275,--,25812,23134,--,--,22770,65729,--,21487,--,--,19336,--,19477,110897,--,--,--,--,--,,,,
E037,K.L.S. Gogte Institute of Technology,"Udyambag, Belgaum",ME,41611,57460,--,57517,--,69068,38044,--,48199,111911,--,--,38619,58149,--,33786,34881,46469,115862,--,--,47410,--,79996,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",AU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",CE,86328,--,--,76865,--,77696,94064,--,135551,64345,--,--,60123,--,--,56394,57451,73991,65274,70713,79359,137341,--,--,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",CS,45559,--,68937,45040,61055,58323,52074,--,--,39979,--,--,38058,--,60660,35730,36195,51817,81188,--,87511,--,--,--,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",EC,54127,--,--,58942,--,107110,68443,--,--,68008,--,--,45603,58696,--,43374,44243,54236,99069,--,104321,51707,--,--,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137162,--,--,--,--,--,--,--,--,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",IE,70191,--,--,78964,--,--,70539,--,--,77822,--,--,71498,--,--,60126,80741,113927,98648,--,--,--,--,--,,,,
E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech," Adarsh Nagar, Bijapur",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139130,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,Hira Sugar Institute of Technology," Nidasoshi, Belgaum",CS,--,--,--,103387,--,--,129576,--,--,--,--,--,116402,--,--,102012,115549,114000,--,--,--,--,--,--,,,,
E040,Hira Sugar Institute of Technology," Nidasoshi, Belgaum",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132626, -- --, -- --,--,--,--,--,--,--,,,,
E040,Hira Sugar Institute of Technology," Nidasoshi, Belgaum",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126063, -- --, -- --,--,--,--,--,--,--,,,,
E040,Hira Sugar Institute of Technology," Nidasoshi, Belgaum",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81603,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E041,P D A College of Engineering,"Shambhognlli, Gulbarga",CE,49326,--,--,44352,--,61094,41048,--,--,52995,--,--,41482,--,--,30596,--,43438,49896,64569,65199,--,--,--,,,,
E041,P D A College of Engineering,"Shambhognlli, Gulbarga",EC,--,--,--,34025,--,--,31165,--,--,--,--,--,23809,--,41836,21351,30561,31772,39222,--,--,--,--,--,,,,
E041,P D A College of Engineering,"Shambhognlli, Gulbarga",EE,--,--,--,34081,--,--,--,--,--,--,--,--,34651,--,--,20710,--,30968,46670,--,--,--,--,84035,,,,
E041,P D A College of Engineering,"Shambhognlli, Gulbarga",IP,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138157,--,--,--,--,--,--,--,--,,,,
E041,P D A College of Engineering,"Shambhognlli, Gulbarga",ME,74685,--,--,64729,81461,129819,38320,128103,--,66923,--,--,63203,--,--,35769,--,43150,75215,--,90088,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",AE,--,--,--,101464,--,--,--,--,--,--,--,--,--,--,--,53378,--,--,124998,--,--,--,--,--,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",BM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138073,--,--,--,--,--,--,--,--,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139306,--,--,--,--,--,--,--,--,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",CS,--,--,--,132519,--,--,89981,--,--,--,--,--,--,--,--,85939,106320,--,136034,--,--,--,--,--,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134176,--,--,--,--,--,--,--,--,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",EI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117658,--,--,--,--,--,--,--,--,,,,
E042,Khaja Banda Nawaz University," KBN University Street, Khaja Colony, Gulbarga",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133764,--,--,--,--,--,--,--,--,,,,
