CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E184,C Byre Gowda Institute of Technology,Kolar,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148810,0,0,0,0,0,0,0,0
E184,C Byre Gowda Institute of Technology,Kolar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E184,C Byre Gowda Institute of Technology,Kolar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E185,Angadi Institute of Technology and Management,Belgaum,AD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126050,0,0,0,0,0,0,0,0
E185,Angadi Institute of Technology and Management,Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151582,0,0,0,0,0,0,0,0
E185,Angadi Institute of Technology and Management,Belgaum,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148139,0,0,0,0,0,0,0,0
E185,Angadi Institute of Technology and Management,Belgaum,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149300,0,0,0,0,0,0,0,0
E185,Angadi Institute of Technology and Management,Belgaum,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133333,0,0,0,0,0,0,0,0
E185,Angadi Institute of Technology and Management,Belgaum,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150197,0,0,0,0,0,0,0,0
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148667,0,0,0,0,0,0,0,0
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",CS,87079,0,0,139882,0,0,90104,0,0,114344,0,0,90284,0,0,73846,0,101014,143949,0,0,149190,0,0
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124683,0,0,0,0,0,0,0,0
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125954,0,0,0,0,0,0,0,0
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135852,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152156,0,0,0,0,0,0,0,0
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122300,0,0,0,0,0,0,0,0
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E189,NDRK Institute of Technology,"Kandali, Hassan",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E189,NDRK Institute of Technology,"Kandali, Hassan",CS,0,0,0,130987,0,0,76746,0,0,72804,0,0,58010,0,0,46212,0,79096,113779,0,0,0,0,0
E189,NDRK Institute of Technology,"Kandali, Hassan",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99083,0,0,0,0,0,0,0,0
E189,NDRK Institute of Technology,"Kandali, Hassan",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E191,Akshaya Institute of Technology,Tumkur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152828,0,0,0,0,0,0,0,0
E191,Akshaya Institute of Technology,Tumkur,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151250,0,0,0,0,0,0,0,0
E191,Akshaya Institute of Technology,Tumkur,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152996,0,0,0,0,0,0,0,0
E191,Akshaya Institute of Technology,Tumkur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137469,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101042,0,0,0,0,0,0,0,0
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143488,0,0,0,0,0,0,0,0
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137541,0,0,0,0,0,0,0,0
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143101,0,0,0,0,0,0,0,0
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E194,Government Engineering College,Karwar,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152864,0,0,0,0,0,0,0,0
E194,Government Engineering College,Karwar,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148259,0,0,0,0,0,0,0,0
E194,Government Engineering College,Karwar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142321,0,0,0,0,0,0,0,0
E194,Government Engineering College,Karwar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E195,Ekalavya Institute of Technology,Chamrajnagar,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E195,Ekalavya Institute of Technology,Chamrajnagar,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E195,Ekalavya Institute of Technology,Chamrajnagar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E195,Ekalavya Institute of Technology,Chamrajnagar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E196,Jain College of Engineering,Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150599,0,0,0,0,0,0,0,0
E196,Jain College of Engineering,Belgaum,CS,44092,0,0,47588,0,64149,41205,0,0,40986,50638,0,35227,0,0,34701,36438,37903,94052,0,112101,0,0,0
E196,Jain College of Engineering,Belgaum,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151780,0,0,0,0,0,0,0,0
E196,Jain College of Engineering,Belgaum,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134828,0,0,0,0,0,0,0,0
E196,Jain College of Engineering,Belgaum,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E197,Veerappa Nisty Engineering College,Yadagiri,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E197,Veerappa Nisty Engineering College,Yadagiri,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E197,Veerappa Nisty Engineering College,Yadagiri,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E197,Veerappa Nisty Engineering College,Yadagiri,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E197,Veerappa Nisty Engineering College,Yadagiri,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151058,0,0,0,0,0,0,0,0
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139220,0,0,0,0,0,0,0,0
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147301,0,0,0,0,0,0,0,0
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139718,0,0,0,0,0,0,0,0
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E199,AGM Rural Engineering College,Hubli,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150455,0,0,0,0,0,0,0,0
E199,AGM Rural Engineering College,Hubli,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143177,0,0,0,0,0,0,0,0
E199,AGM Rural Engineering College,Hubli,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138764,0,0,0,0,0,0,0,0
E199,AGM Rural Engineering College,Hubli,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126207,0,0,0,0,0,0,0,0
E199,AGM Rural Engineering College,Hubli,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150467,0,0,0,0,0,0,0,0
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126472,0,0,0,0,0,0,0,0
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",CS,77867,0,0,69684,0,0,0,0,0,81858,0,0,60696,0,0,60498,0,72301,146669,0,0,0,0,0
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147061,0,0,0,0,0,0,0,0
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E202,Sampoorna Institute of Technology and Research,Ramanagara,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E202,Sampoorna Institute of Technology and Research,Ramanagara,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E202,Sampoorna Institute of Technology and Research,Ramanagara,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E202,Sampoorna Institute of Technology and Research,Ramanagara,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E202,Sampoorna Institute of Technology and Research,Ramanagara,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E203,KS School of Engineering And Management,"Mallasandra,Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E203,KS School of Engineering And Management,"Mallasandra,Bengaluru",CS,77908,0,0,113849,0,0,100624,0,0,106135,0,0,80871,0,0,70894,0,130604,98509,0,0,147685,0,0
E203,KS School of Engineering And Management,"Mallasandra,Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E203,KS School of Engineering And Management,"Mallasandra,Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E203,KS School of Engineering And Management,"Mallasandra,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142755,0,0,0,0,0,0,0,0
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E205,ATME College of Engineering,"Varun hobli,Mysore",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151772,0,0,0,0,0,0,0,0
E205,ATME College of Engineering,"Varun hobli,Mysore",CS,61074,0,0,75710,0,109862,71289,0,0,60534,0,89592,53356,0,0,51465,87714,86572,120802,0,0,53125,0,0
E205,ATME College of Engineering,"Varun hobli,Mysore",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147846,0,0,0,0,0,0,0,0
E205,ATME College of Engineering,"Varun hobli,Mysore",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148599,0,0,0,0,0,0,0,0
E205,ATME College of Engineering,"Varun hobli,Mysore",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,CS,67737,0,0,70055,0,76716,43109,0,0,57301,0,0,62891,0,0,39735,49225,52179,102688,0,0,121445,0,0
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147042,0,0,0,0,0,0,0,0
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149864,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151203,0,0,0,0,0,0,0,0
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152725,0,0,0,0,0,0,0,0
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",AI,78536,0,0,146070,0,0,0,0,0,95986,0,0,0,0,0,71762,0,0,0,0,0,0,0,0
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79165,0,0,0,0,0,0,0,0
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",CS,65054,0,0,105357,0,0,133341,0,0,57945,0,0,61563,0,0,54160,116756,107735,152184,0,0,0,0,0
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152068,0,0,0,0,0,0,0,0
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",IE,118379,0,0,125374,0,0,0,0,0,110215,0,0,0,0,0,102303,0,0,0,0,0,0,0,0
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E210,G Madegowda Institute of Technology,"Maddur , Mandya",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E210,G Madegowda Institute of Technology,"Maddur , Mandya",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151708,0,0,0,0,0,0,0,0
E210,G Madegowda Institute of Technology,"Maddur , Mandya",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124714,0,0,0,0,0,0,0,0
E210,G Madegowda Institute of Technology,"Maddur , Mandya",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150528,0,0,0,0,0,0,0,0
E210,G Madegowda Institute of Technology,"Maddur , Mandya",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150956,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E211,Jain Institute of Technology,Davanagere,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151048,0,0,0,0,0,0,0,0
E211,Jain Institute of Technology,Davanagere,CS,119034,0,0,67632,0,135674,65824,0,0,109737,0,0,50532,0,0,49307,65206,74128,149193,0,0,71938,0,0
E211,Jain Institute of Technology,Davanagere,EC,145884,0,0,151478,0,0,114920,0,0,127163,0,0,146567,0,0,103104,0,0,0,0,0,114545,0,0
E211,Jain Institute of Technology,Davanagere,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152965,0,0,0,0,0,0,0,0
E211,Jain Institute of Technology,Davanagere,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",AI,23727,0,0,29282,0,43994,34854,0,0,29191,0,0,25355,0,0,23329,0,32191,99375,0,0,0,0,0
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152886,0,0,0,0,0,0,0,0
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",CS,23174,0,0,25828,50024,32772,28761,0,0,18110,0,27943,17701,0,27253,16907,30134,26390,67815,86052,71076,44998,0,0
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",EC,40289,0,45857,51354,0,67500,57610,0,0,34763,0,0,39478,0,0,32626,35294,39658,111061,0,0,66419,0,0
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131642,0,0,0,0,0,0,0,0
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",IE,39231,0,45405,32413,63755,43929,36916,0,0,24778,0,0,31743,0,45094,23980,34566,36600,138610,0,0,112023,0,0
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144019,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E213,Lingarajappa Engineering College,Bidar,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E213,Lingarajappa Engineering College,Bidar,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145474,0,0,0,0,0,0,0,0
E213,Lingarajappa Engineering College,Bidar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E213,Lingarajappa Engineering College,Bidar,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E213,Lingarajappa Engineering College,Bidar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E216,Shetty Institute of Technology,Gulbarga,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E216,Shetty Institute of Technology,Gulbarga,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115910,0,0,0,0,0,0,0,0
E216,Shetty Institute of Technology,Gulbarga,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E216,Shetty Institute of Technology,Gulbarga,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E216,Shetty Institute of Technology,Gulbarga,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E219,Mangalore Marine College and Technology,Mangalore,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E219,Mangalore Marine College and Technology,Mangalore,MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148523,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E220,Alliance University,"Anekal, Bengaluru",BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138883,0,0,0,0,0,0,0,0
E220,Alliance University,"Anekal, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117938,0,0,0,0,0,0,0,0
E220,Alliance University,"Anekal, Bengaluru",CS,80960,0,0,58344,0,74600,68603,0,0,56530,0,0,56425,0,0,47740,120893,59137,150747,0,0,0,0,0
E220,Alliance University,"Anekal, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123602,0,0,0,0,0,0,0,0
E220,Alliance University,"Anekal, Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118038,0,0,0,0,0,0,0,0
E220,Alliance University,"Anekal, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93020,0,0,0,0,0,0,0,0
E220,Alliance University,"Anekal, Bengaluru",SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141587,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E221,Biluru Gurubasava Mahaswamiji Institute of Technology,"Mudhol,Bagalkot",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153326,0,0,0,0,0,0,0,0
E221,Biluru Gurubasava Mahaswamiji Institute of Technology,"Mudhol,Bagalkot",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152443,0,0,0,0,0,0,0,0
E221,Biluru Gurubasava Mahaswamiji Institute of Technology,"Mudhol,Bagalkot",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140420,0,0,0,0,0,0,0,0
E221,Biluru Gurubasava Mahaswamiji Institute of Technology,"Mudhol,Bagalkot",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133095,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E222,Cambridge Institutute of Technology,"Devanahalli,Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151983,0,0,0,0,0,0,0,0
E222,Cambridge Institutute of Technology,"Devanahalli,Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134253,0,0,0,0,0,0,0,0
E222,Cambridge Institutute of Technology,"Devanahalli,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E227,Cauvery Institute of Technology,Mandya,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149575,0,0,0,0,0,0,0,0
E227,Cauvery Institute of Technology,Mandya,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148825,0,0,0,0,0,0,0,0
E227,Cauvery Institute of Technology,Mandya,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119976,0,0,0,0,0,0,0,0
E227,Cauvery Institute of Technology,Mandya,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E232,Reva University,"Yelahanka, Bengaluru",AI,57921,0,0,33124,0,93951,36428,0,0,27070,0,40680,26528,0,0,24941,50259,33085,81311,0,139776,66042,0,0
E232,Reva University,"Yelahanka, Bengaluru",BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136682,0,0,0,0,0,0,0,0
E232,Reva University,"Yelahanka, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153374,0,0,0,0,0,0,0,0
E232,Reva University,"Yelahanka, Bengaluru",CI,46168,0,0,40295,0,40798,57258,0,0,37975,0,0,32096,0,0,24497,60633,33775,61443,0,0,29787,0,0
E232,Reva University,"Yelahanka, Bengaluru",CS,32381,55496,45730,31925,44419,58954,38531,0,0,23901,0,29827,26599,38748,37002,21065,36908,29755,69369,112669,107866,40677,0,51977
E232,Reva University,"Yelahanka, Bengaluru",EC,44934,0,0,67301,0,133068,58346,0,0,36300,0,0,43192,0,75921,35549,55900,52278,149510,0,0,69908,0,0
E232,Reva University,"Yelahanka, Bengaluru",EE,124423,0,0,134892,0,0,0,0,0,118151,0,0,108679,0,0,88411,0,129869,149117,0,0,135470,0,0
E232,Reva University,"Yelahanka, Bengaluru",ER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149103,0,0,0,0,0,0,0,0
E232,Reva University,"Yelahanka, Bengaluru",ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138977,0,0,0,0,0,0,0,0
E232,Reva University,"Yelahanka, Bengaluru",IE,34912,0,0,33244,0,40453,32543,0,0,26687,0,0,26726,0,0,24792,58522,30941,68574,0,0,0,0,0
